word,close_words
shower,showed,slower,sower
sprinkle,sprinkles,sprinkled
reposed,repose,deposed
darting,parting,darling,daring,dating
inhales,inhaled,inhale
crooned,crowned,crooked
dangles,dangled,mangles,dangle
settle,settled,settler,mettle,settles
untied,untie,unties
pleads,leads,pleiads,plead
balize,baize,batize
establishes,established,establish
leaning,leaving,leaking,leading,leaping,meaning
sufficed,suffices,suffice
cinder,hinder,tinder,kinder
comest,comes,camest
begets,beget,besets
partly,party,portly
tamper,temper,taper
compliment,complement,compliments
thence,hence,whence
feeding,heeding,feeling,needing
instability,stability,notability
purled,hurled,pulled,curled
celebrate,celebrates,celebrated
courier,courtier,couriers
courser,course,coursers
wounded,founded,sounded
hunter,hunger,hunted
suffuses,suffused,suffuse
derived,derided,derives,derive,deprived
decayed,decoyed,delayed
praised,praise,raised,praises
sprung,spring,sprang,strung
snow's,snows,show's
exhale,exhaled,exhales
complains,complain,complaint
visiters,visitors,visiter
forced,forces,force,formed,forked
abates,abated,bates
exhales,exhaled,exhale
profane,profaned,profanes
inhaled,inhales,inhale
ruffled,muffled,truffled,ruffle,ruffles
shallow,hallow,sallow
torrent,torment,torrents
valued,value,values
repealed,revealed,repeated
preached,reached,preaches
argued,argues,argue
presumes,presume,resumes,presumed
shaped,shapes,shape,shared,shamed
formed,former,forced,forked
sufficiently,sufficiency,sufficient
etching,fetching,etchings
bended,ended,mended,vended
limitation,imitation,limitations
monarchy,monarchs,monarch
trained,trailed,strained
sewing,swing,seeing,sowing,sawing
emerges,emerge,emerged
teazes,teases,teaze,teazed
leased,eased,ceased,lease,leaped,pleased,leaned,leases,leaked
hissing,missing,kissing
muffle,muffled,ruffle
consume,consumes,consumed
tillage,village,pillage
remand,demand,remind
belated,belted,related
rocking,locking,mocking
fainted,fainter,painted,sainted
competes,compete,computes
hooked,looked,hooded
plying,playing,flying,lying,paying
slacked,slacker,lacked
bridget,bridge,bridges
sovreigns,sovreign,sovreign's
toiling,tolling,boiling
stimulated,stimulates,stimulate
entice,entire,enticed
conjecture's,conjecture,conjectured
prompted,promoted,prompter
bravery,braver,braveries
deprive,derive,deprived
dingle,single,mingle,dangle
compensate,compensated,compensates
strained,stained,trained
hurled,purled,curled
racked,packed,rocked,racket,lacked
parish,perish,paris,parishes
confides,confided,confide
healed,sealed,heaped
forked,worked,forced,formed
stared,started,stare,stayed,spared,stares,shared,stated,starved,soared,staked
suffuse,suffused,suffuses
shanty,scanty,shant,shanties
stable,table,stale,sable,staple
inhale,inhales,inhaled
braced,traced,brayed
alternative,alternating,alternate
pirate,prate,pilate
spice's,spices,space's
purchase,purchased,purchaser
jumbled,tumbled,fumbled,mumbled
procured,procure,procures
hushed,gushed,pushed
curved,carved,curve,curled
pulled,lulled,purled
winning,wincing,winding
basking,asking,balking
achase,chase,a'chase
crowning,drowning,crowing
incite,invite,incites
appall,appalls,appal
blazed,blaze,blamed
pervaded,pervades,pervade
stripped,strapped,tripped
resent,present,resents,relent
restitution,institution,destitution
stripe,strike,strive,strife
purchaser,purchased,purchase
garner,garnet,garter
statured,stature,statures
smites,smiles,sites
distils,distills,distil
perched,parched,perches
belies,belief,beliefs,belles
affect,effect,affects
profanes,profaned,profane
assumed,assumes,assured
abridge,bridge,abridges
consciouser,conscious,consciously
knewest,knowest,newest
constructed,instructed,constructs
revenue,revenge,revenues
tatter,matter,latter,totter,tatters
chasing,chafing,ceasing
hovers,lovers,hover,covers
infests,invests,infects
lacked,locked,licked,packed,slacked,racked
wrench,wretch,trench
theirs,their,their's
consciously,conscious,consciouser
existence's,existence,existences
crowing,rowing,growing,crowning
royally,royalty,loyally
tested,rested,tasted
deserved,deserve,reserved
had'nt,hav'nt,has'nt,had'st
inhered,inhere,inheres
stress,tress,strews
enclosed,enclose,encloses
reduced,reduce,reduces
repels,rebels,reels
healthy,health,wealthy
spends,sends,spend
sparkle,sparkled,sparkles
staking,staying,taking,staring
overheard,overhears,overhead,overhear
vended,ended,mended,bended
statute,stature,statutes
winged,winced,ringed,winked
revised,reviled,devised
dipped,tipped,sipped
choral,coral,chorals
saving,having,saying,sawing
writer,whiter,write
pleaded,pleader,pleased
waggon,wagon,waggons
batize,baize,balize
fastening,hastening,fastenings
securer,secures,secure,secured
stroked,stroke,strokes
dower's,dowers,mower's
ancles,ancle,ankles
mitten,smitten,mittens
curled,purled,hurled,curved,curdled
tripped,tipped,stripped
console,consoled,consoles
invent,intent,invest
develope,developed,developes,develops
show's,shows,snow's
discloses,disclose,disclosed,discloser
devised,devise,revised
entertained,entertain,entertains
overhear,overhears,overhead,overheard
concludes,concluded,conclude
discloser,disclose,disclosed,discloses
assemble,assembled,assembly
submits,submit,summits
grappled,grapples,grapple
shoved,showed,shored
chatter,charter,chapter,chatted,shatter
reduces,reduce,reduced
cloven,clover,clove
hinted,hunted,minted
practice,practise,practices
striven,strive,shriven,strives
sainted,painted,fainted
practises,practise,practised,practices
extend,extent,expend
shored,showed,shores,shore,shared,shoved
adder's,ladder's,adders
swerved,served,swerve,swerves
triplet,triple,triplets
miser's,miner's,misers
exhilarate,exhilirate,exhilarates
paying,praying,playing,saying,laying,plying
visiter,visitor,visited,visiters
staging,staying,staring,staking,stagings
