edition_name,chapter,variance_from_sentence_consensus__by_chapter,variance_from_word_consensus__by_chapter
adventureshuckle00twaiiala-HuckFinn.json,16,0.0,0.07106598984771574
adventureshuckle00twaiiala-HuckFinn.json,17,0.0,0.09189842805320435
adventureshuckle00twaiiala-HuckFinn.json,18,0.0,0.08517805582290663
adventureshuckle00twaiiala-HuckFinn.json,19,0.0,0.12070938215102975
adventureshuckle00twaiiala-HuckFinn.json,20,0.0,0.05471289274106175
adventureshuckle00twaiiala-HuckFinn.json,21,0.0,0.10852713178294573
adventureshuckle00twaiiala-HuckFinn.json,22,0.0,0.11755233494363929
adventureshuckle00twaiiala-HuckFinn.json,23,0.0,0.12143928035982009
adventureshuckle00twaiiala-HuckFinn.json,24,0.0,0.12859304084720122
adventureshuckle00twaiiala-HuckFinn.json,25,0.0,0.10557768924302789
adventureshuckle00twaiiala-HuckFinn.json,26,0.0,0.20333839150227617
adventureshuckle00twaiiala-HuckFinn.json,27,0.0,0.12812960235640647
adventureshuckle00twaiiala-HuckFinn.json,28,0.0,0.20663956639566394
adventureshuckle00twaiiala-HuckFinn.json,29,0.0,0.16607981220657278
adventureshuckle00twaiiala-HuckFinn.json,30,0.0,0.19005102040816327
adventureshuckle00twaiiala-HuckFinn.json,31,0.0,0.12626903553299493
adventureshuckle00twaiiala-HuckFinn.json,32,0.0,0.18524332810047095
adventureshuckle00twaiiala-HuckFinn.json,33,0.0,0.16216216216216217
adventureshuckle00twaiiala-HuckFinn.json,34,0.0,0.14939550949913644
adventureshuckle00twaiiala-HuckFinn.json,35,-0.022222222222222223,0.1597444089456869
adventureshuckle00twaiiala-HuckFinn.json,36,0.0,0.1022530329289428
adventureshuckle00twaiiala-HuckFinn.json,37,0.0,0.11013215859030837
adventureshuckle00twaiiala-HuckFinn.json,38,0.0,0.11964549483013294
adventureshuckle00twaiiala-HuckFinn.json,39,0.0,0.06217616580310881
adventureshuckle00twaiiala-HuckFinn.json,40,0.0,0.15569823434991975
adventureshuckle00twaiiala-HuckFinn.json,41,0.0,0.17966360856269112
adventureshuckle00twaiiala-HuckFinn.json,42,0.0,0.19846796657381616
adventureshuckle00twaiiala-HuckFinn.json,43,0.0,0.07003891050583658
adventuresofhuc00twai-HuckFinn.json,1,0.025,0.002320185614849188
adventuresofhuc00twai-HuckFinn.json,2,0.0,-0.056677018633540376
adventuresofhuc00twai-HuckFinn.json,3,0.0,-0.031049250535331904
adventuresofhuc00twai-HuckFinn.json,4,0.0,-0.04535398230088496
adventuresofhuc00twai-HuckFinn.json,5,0.0,-0.04584221748400853
adventuresofhuc00twai-HuckFinn.json,6,0.0,-0.004971590909090909
adventuresofhuc00twai-HuckFinn.json,7,0.0,-0.0109375
adventuresofhuc00twai-HuckFinn.json,8,0.0,-0.09682377049180328
adventuresofhuc00twai-HuckFinn.json,9,0.0,-0.011428571428571429
adventuresofhuc00twai-HuckFinn.json,10,0.0,-0.004454342984409799
adventuresofhuc00twai-HuckFinn.json,11,0.0,-0.06468023255813954
adventuresofhuc00twai-HuckFinn.json,12,0.0,-0.024081115335868188
adventuresofhuc00twai-HuckFinn.json,13,0.0,-0.07168458781362007
adventuresofhuc00twai-HuckFinn.json,14,0.0,-0.125
adventuresofhuc00twai-HuckFinn.json,15,0.0,-0.09185303514376997
adventuresofhuc00twai-HuckFinn.json,16,0.0,-0.08416458852867831
adventuresofhuc00twai-HuckFinn.json,17,0.0,-0.04838709677419355
adventuresofhuc00twai-HuckFinn.json,18,0.0,-0.05096153846153846
adventuresofhuc00twai-HuckFinn.json,19,0.0,-0.002285714285714286
adventuresofhuc00twai-HuckFinn.json,20,0.0,-0.047139830508474576
adventuresofhuc00twai-HuckFinn.json,21,0.0,-0.012584704743465635
adventuresofhuc00twai-HuckFinn.json,22,0.0,0.025356576862123614
adventuresofhuc00twai-HuckFinn.json,23,0.0,-0.019374068554396422
adventuresofhuc00twai-HuckFinn.json,24,0.0,0.0029850746268656717
adventuresofhuc00twai-HuckFinn.json,25,0.0,0.0137434554973822
adventuresofhuc00twai-HuckFinn.json,26,0.0,-0.023703703703703703
adventuresofhuc00twai-HuckFinn.json,27,0.0,-0.014326647564469915
adventuresofhuc00twai-HuckFinn.json,28,0.0,-0.03825503355704698
adventuresofhuc00twai-HuckFinn.json,29,0.0,-0.02176470588235294
adventuresofhuc00twai-HuckFinn.json,30,0.0,-0.024050632911392405
adventuresofhuc00twai-HuckFinn.json,31,0.0,-0.03566958698372966
adventuresofhuc00twai-HuckFinn.json,32,0.0,-0.00778816199376947
adventuresofhuc00twai-HuckFinn.json,33,0.0,-0.017777777777777778
adventuresofhuc00twai-HuckFinn.json,34,0.0,-0.06934931506849315
adventuresofhuc00twai-HuckFinn.json,35,0.0,-0.026856240126382307
adventuresofhuc00twai-HuckFinn.json,36,0.0,-0.032423208191126277
adventuresofhuc00twai-HuckFinn.json,37,0.0,-0.018922852983988356
adventuresofhuc00twai-HuckFinn.json,38,0.0,-0.0377906976744186
adventuresofhuc00twai-HuckFinn.json,39,0.017241379310344827,-0.04067796610169491
adventuresofhuc00twai-HuckFinn.json,40,0.0,-0.04292527821939587
adventuresofhuc00twai-HuckFinn.json,41,0.0,0.0007530120481927711
adventuresofhuc00twai-HuckFinn.json,42,0.0,-0.0027397260273972603
adventuresofhuc00twai-HuckFinn.json,43,0.0,-0.03383458646616541
adventuresofhuck00twai_9-HuckFinn.json,1,0.0,0.009259259259259259
adventuresofhuck00twai_9-HuckFinn.json,2,0.0,-0.04009433962264151
adventuresofhuck00twai_9-HuckFinn.json,3,0.0,-0.033261802575107295
adventuresofhuck00twai_9-HuckFinn.json,4,0.0,-0.04555555555555556
adventuresofhuck00twai_9-HuckFinn.json,5,0.0,-0.022483940042826552
adventuresofhuck00twai_9-HuckFinn.json,6,0.0,-0.02211126961483595
adventuresofhuck00twai_9-HuckFinn.json,7,0.0,-0.012519561815336464
adventuresofhuck00twai_9-HuckFinn.json,8,0.0,-0.06694129763130793
adventuresofhuck00twai_9-HuckFinn.json,9,0.0,-0.009560229445506692
adventuresofhuck00twai_9-HuckFinn.json,10,0.0,-0.03333333333333333
adventuresofhuck00twai_9-HuckFinn.json,11,0.0,-0.0597667638483965
adventuresofhuck00twai_9-HuckFinn.json,12,0.0,-0.015306122448979591
adventuresofhuck00twai_9-HuckFinn.json,13,0.0,-0.05338078291814947
adventuresofhuck00twai_9-HuckFinn.json,14,0.0,-0.11655773420479303
adventuresofhuck00twai_9-HuckFinn.json,15,0.0,-0.036348949919224556
adventuresofhuck00twai_9-HuckFinn.json,16,0.0,-0.0403530895334174
adventuresofhuck00twai_9-HuckFinn.json,17,0.0,-0.03579952267303103
adventuresofhuck00twai_9-HuckFinn.json,18,0.0,-0.01402321083172147
adventuresofhuck00twai_9-HuckFinn.json,19,0.0,0.004571428571428572
adventuresofhuck00twai_9-HuckFinn.json,20,0.0,-0.027389903329752954
adventuresofhuck00twai_9-HuckFinn.json,21,0.0,0.002904162633107454
adventuresofhuck00twai_9-HuckFinn.json,22,0.0,0.03333333333333333
adventuresofhuck00twai_9-HuckFinn.json,23,-0.017543859649122806,0.007385524372230428
adventuresofhuck00twai_9-HuckFinn.json,24,0.0,0.0
adventuresofhuck00twai_9-HuckFinn.json,25,0.0,0.015111695137976347
adventuresofhuck00twai_9-HuckFinn.json,26,0.0,-0.022488755622188907
adventuresofhuck00twai_9-HuckFinn.json,27,0.0,-0.03008595988538682
adventuresofhuck00twai_9-HuckFinn.json,28,0.0,-0.01943699731903485
adventuresofhuck00twai_9-HuckFinn.json,29,0.0,-0.004098360655737705
adventuresofhuck00twai_9-HuckFinn.json,30,0.0,0.01893939393939394
adventuresofhuck00twai_9-HuckFinn.json,31,0.0,-0.03450439146800502
adventuresofhuck00twai_9-HuckFinn.json,32,0.0,0.04409448818897638
adventuresofhuck00twai_9-HuckFinn.json,33,0.0,0.023703703703703703
adventuresofhuck00twai_9-HuckFinn.json,34,0.0,-0.03367875647668394
adventuresofhuck00twai_9-HuckFinn.json,35,-0.01639344262295082,-0.004792332268370607
adventuresofhuck00twai_9-HuckFinn.json,36,0.0,-0.008488964346349746
adventuresofhuck00twai_9-HuckFinn.json,37,0.0,-0.03056768558951965
adventuresofhuck00twai_9-HuckFinn.json,38,0.0,-0.029498525073746312
adventuresofhuck00twai_9-HuckFinn.json,39,0.0,-0.020202020202020204
adventuresofhuck00twai_9-HuckFinn.json,40,0.0,-0.03486529318541997
adventuresofhuck00twai_9-HuckFinn.json,41,0.0,0.014221556886227544
adventuresofhuck00twai_9-HuckFinn.json,42,0.0,0.02403846153846154
adventuresofhuck00twai_9-HuckFinn.json,43,0.0,-0.045112781954887216
adventuresofhuck00twaiiala-HuckFinn.json,1,0.0,0.03044496487119438
adventuresofhuck00twaiiala-HuckFinn.json,2,0.0,0.02764612954186414
adventuresofhuck00twaiiala-HuckFinn.json,3,0.0,-0.001091703056768559
adventuresofhuck00twaiiala-HuckFinn.json,4,0.0,-0.018973214285714284
adventuresofhuck00twaiiala-HuckFinn.json,5,0.0,0.03179824561403509
adventuresofhuck00twaiiala-HuckFinn.json,6,0.0,-0.013571428571428571
adventuresofhuck00twaiiala-HuckFinn.json,7,0.0,0.0
adventuresofhuck00twaiiala-HuckFinn.json,8,0.0,-0.01664932362122789
adventuresofhuck00twaiiala-HuckFinn.json,9,0.0,0.023121387283236993
adventuresofhuck00twaiiala-HuckFinn.json,10,0.0,0.011185682326621925
adventuresofhuck00twaiiala-HuckFinn.json,11,0.0,0.0489766081871345
adventuresofhuck00twaiiala-HuckFinn.json,12,0.0,0.03329065300896287
adventuresofhuck00twaiiala-HuckFinn.json,13,0.0,0.01615798922800718
adventuresofhuck00twaiiala-HuckFinn.json,14,0.0,0.038293216630196934
adventuresofhuck00twaiiala-HuckFinn.json,15,0.0,0.026570048309178744
adventuresofhuck00twaiiala-HuckFinn.json,16,0.0,0.016560509554140127
adventuresofhuck00twaiiala-HuckFinn.json,17,0.0,0.046553808948004836
adventuresofhuck00twaiiala-HuckFinn.json,18,0.0,0.051070038910505836
adventuresofhuck00twaiiala-HuckFinn.json,19,0.0,0.0667433831990794
adventuresofhuck00twaiiala-HuckFinn.json,20,0.0,0.05380434782608696
adventuresofhuck00twaiiala-HuckFinn.json,21,0.0,0.07360157016683022
adventuresofhuck00twaiiala-HuckFinn.json,22,0.0,-6.02
adventuresofhuck00twaiiala-HuckFinn.json,23,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,24,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,25,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,26,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,27,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,28,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,29,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,30,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,31,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,32,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,33,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,34,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,35,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,36,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,37,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,38,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,39,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,40,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,41,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,42,nan,nan
adventuresofhuck00twaiiala-HuckFinn.json,43,nan,nan
adventuresofhuck00twaiuoft-HuckFinn.json,1,0.0,0.02320185614849188
adventuresofhuck00twaiuoft-HuckFinn.json,2,0.0,-0.030564263322884012
adventuresofhuck00twaiuoft-HuckFinn.json,3,0.0,-0.03540772532188841
adventuresofhuck00twaiuoft-HuckFinn.json,4,0.0,-0.03888888888888889
adventuresofhuck00twaiuoft-HuckFinn.json,5,-0.023255813953488372,-0.022483940042826552
adventuresofhuck00twaiuoft-HuckFinn.json,6,0.0,-0.009272467902995721
adventuresofhuck00twaiuoft-HuckFinn.json,7,0.0,-0.0078003120124804995
adventuresofhuck00twaiuoft-HuckFinn.json,8,0.0,-0.0720164609053498
adventuresofhuck00twaiuoft-HuckFinn.json,9,0.0,-0.005747126436781609
adventuresofhuck00twaiuoft-HuckFinn.json,10,0.0,-0.03991130820399113
adventuresofhuck00twaiuoft-HuckFinn.json,11,0.0,-0.06540697674418605
adventuresofhuck00twaiuoft-HuckFinn.json,12,0.0,-0.016602809706257982
adventuresofhuck00twaiuoft-HuckFinn.json,13,0.0,-0.042704626334519574
adventuresofhuck00twaiuoft-HuckFinn.json,14,0.0,-0.10978260869565218
adventuresofhuck00twaiuoft-HuckFinn.json,15,0.0,-0.04260450160771704
adventuresofhuck00twaiuoft-HuckFinn.json,16,0.0,-0.034722222222222224
adventuresofhuck00twaiuoft-HuckFinn.json,17,0.0,-0.032219570405727926
adventuresofhuck00twaiuoft-HuckFinn.json,18,0.0,-0.014050387596899225
adventuresofhuck00twaiuoft-HuckFinn.json,19,0.0,0.015945330296127564
adventuresofhuck00twaiuoft-HuckFinn.json,20,0.0,-0.02090032154340836
adventuresofhuck00twaiuoft-HuckFinn.json,21,0.0,0.006776379477250726
adventuresofhuck00twaiuoft-HuckFinn.json,22,0.0,0.03354632587859425
adventuresofhuck00twaiuoft-HuckFinn.json,23,-0.01818181818181818,0.02074074074074074
adventuresofhuck00twaiuoft-HuckFinn.json,24,0.0,0.008982035928143712
adventuresofhuck00twaiuoft-HuckFinn.json,25,0.0,0.03333333333333333
adventuresofhuck00twaiuoft-HuckFinn.json,26,0.0,-0.01951951951951952
adventuresofhuck00twaiuoft-HuckFinn.json,27,0.0,-0.01002865329512894
adventuresofhuck00twaiuoft-HuckFinn.json,28,0.0,-0.018072289156626505
adventuresofhuck00twaiuoft-HuckFinn.json,29,0.0,0.020564042303172738
adventuresofhuck00twaiuoft-HuckFinn.json,30,0.0,0.027848101265822784
adventuresofhuck00twaiuoft-HuckFinn.json,31,0.0,2.3444584382871536
adventuresofhuck00twaiuoft-HuckFinn.json,32,nan,1.0481366459627328
adventuresofhuck00twaiuoft-HuckFinn.json,33,nan,nan
adventuresofhuck00twaiuoft-HuckFinn.json,34,0.0,-0.04058721934369603
adventuresofhuck00twaiuoft-HuckFinn.json,35,0.0,-0.0015923566878980893
adventuresofhuck00twaiuoft-HuckFinn.json,36,0.0,-0.013559322033898305
adventuresofhuck00twaiuoft-HuckFinn.json,37,0.0,-0.010115606936416185
adventuresofhuck00twaiuoft-HuckFinn.json,38,0.0,-0.028718703976435934
adventuresofhuck00twaiuoft-HuckFinn.json,39,0.017241379310344827,-0.030303030303030304
adventuresofhuck00twaiuoft-HuckFinn.json,40,0.0,-0.03803486529318542
adventuresofhuck00twaiuoft-HuckFinn.json,41,0.0,0.020149253731343283
adventuresofhuck00twaiuoft-HuckFinn.json,42,0.0,0.02671232876712329
adventuresofhuck00twaiuoft-HuckFinn.json,43,0.0,-0.03802281368821293
adventuresofhuck1904twai-HuckFinn.json,1,0.0,-11.527027027027026
adventuresofhuck1904twai-HuckFinn.json,2,0.0,-0.00703125
adventuresofhuck1904twai-HuckFinn.json,3,0.0,-0.0075107296137339056
adventuresofhuck1904twai-HuckFinn.json,4,0.0,-0.005543237250554324
adventuresofhuck1904twai-HuckFinn.json,5,0.0,0.018318965517241378
adventuresofhuck1904twai-HuckFinn.json,6,0.0,0.023571428571428573
adventuresofhuck1904twai-HuckFinn.json,7,0.0,0.03453689167974882
adventuresofhuck1904twai-HuckFinn.json,8,0.0,-0.013415892672858616
adventuresofhuck1904twai-HuckFinn.json,9,0.0,0.034482758620689655
adventuresofhuck1904twai-HuckFinn.json,10,0.0,-0.03153153153153153
adventuresofhuck1904twai-HuckFinn.json,11,0.0,-0.00363901018922853
adventuresofhuck1904twai-HuckFinn.json,12,0.0,-0.0037831021437578815
adventuresofhuck1904twai-HuckFinn.json,13,0.0,0.016042780748663103
adventuresofhuck1904twai-HuckFinn.json,14,0.0,-0.03152173913043478
adventuresofhuck1904twai-HuckFinn.json,15,0.0,-0.023274478330658106
adventuresofhuck1904twai-HuckFinn.json,16,0.0,0.002512562814070352
adventuresofhuck1904twai-HuckFinn.json,17,0.0,0.022727272727272728
adventuresofhuck1904twai-HuckFinn.json,18,0.0,0.03886756238003839
adventuresofhuck1904twai-HuckFinn.json,19,0.0,0.07061503416856492
adventuresofhuck1904twai-HuckFinn.json,20,0.0,0.03048128342245989
adventuresofhuck1904twai-HuckFinn.json,21,0.0,0.04961089494163424
adventuresofhuck1904twai-HuckFinn.json,22,0.0,0.06962025316455696
adventuresofhuck1904twai-HuckFinn.json,23,0.02040816326530612,0.06865671641791045
adventuresofhuck1904twai-HuckFinn.json,24,0.0,0.05247376311844078
adventuresofhuck1904twai-HuckFinn.json,25,0.0,0.07048748353096179
adventuresofhuck1904twai-HuckFinn.json,26,0.0,0.08148148148148149
adventuresofhuck1904twai-HuckFinn.json,27,0.0,0.03890489913544669
adventuresofhuck1904twai-HuckFinn.json,28,0.0,0.07094594594594594
adventuresofhuck1904twai-HuckFinn.json,29,0.0,0.061619718309859156
adventuresofhuck1904twai-HuckFinn.json,30,0.0,0.09615384615384616
adventuresofhuck1904twai-HuckFinn.json,31,0.0,0.037247474747474744
adventuresofhuck1904twai-HuckFinn.json,32,0.0,0.09247648902821316
adventuresofhuck1904twai-HuckFinn.json,33,0.0,0.09473684210526316
adventuresofhuck1904twai-HuckFinn.json,34,0.0,0.04145077720207254
adventuresofhuck1904twai-HuckFinn.json,35,-0.01639344262295082,0.04777070063694268
adventuresofhuck1904twai-HuckFinn.json,36,0.0,0.017123287671232876
adventuresofhuck1904twai-HuckFinn.json,37,0.0,0.017467248908296942
adventuresofhuck1904twai-HuckFinn.json,38,0.0,0.04525547445255475
adventuresofhuck1904twai-HuckFinn.json,39,0.0,-0.0050933786078098476
adventuresofhuck1904twai-HuckFinn.json,40,0.0,0.022257551669316374
adventuresofhuck1904twai-HuckFinn.json,41,0.04,0.07966616084977238
