word,average
ferry-boat,2.375
parson,1.9
doubt,1.2222222222222223
prays,1.9
aboard,11.4
forked,3.0
peep,1.0
drifted,2.0
plank,2.9
walked,8.0
boat,10.5
bessie,1.0
sid,7.0
sharp,6.9
sets,2.9
he's,5.0
washed,5.5
brush,3.9
hope,8.0
crowded,4.0
rails,1.0
first-rate,4.5
sung,11.9
blast,2.0
deef,4.0
near,7.9
bullets,4.0
corpse,4.0
thanks,4.9
goodness,12.2
booming,5.6
giving,2.6
channel,3.9
missouri,3.8
steam,5.0
shooting,4.8
a-hunting,1.7777777777777777
traps,5.0
tent,2.0
rain,8.0
haggled,1.0
sundown,1.9
swashing,1.0
exploring,1.6666666666666667
strawberries,1.0
ripe,1.9
prime,4.9
green,3.0
grapes,1.7
razberries,1.0
blackberries,1.0
beginning,6.8
protection,1.0
nigh,5.9
good-sized,1.0
snake,5.3
sliding,3.3
flowers,3.1
clipped,1.0
bounded,1.0
heart,14.7
lungs,2.0
uncocked,1.0
sneaking,3.0
tiptoes,1.0
slunk,1.9
stump,6.0
trod,3.0
breaths,1.0
brash,4.0
sand,4.7
craw,1.0
hours,11.8
berries,2.0
moonrise,1.0
plunkety-plunk,1.0
horses,7.9
voices,4.0
i'm,5.111111111111111
i'll,6.625
step,4.9
shadows,1.9
ripply,1.0
blow,9.8
brung,4.7
darkness,1.9
pale,6.9
streak,6.8
treetops,1.0
glimpse,3.8
cautious,1.0
fan-tods,1.6
steady,5.9
gapped,1.0
hello,5.7
bounced,2.0
stared,4.1
drops,3.0
puts,3.0
ghos,1.0
alwuz,1.0
whah,3.8
b'longs,1.0
nuffn,2.1
uz,6.0
awluz,2.9
fren,2.7
afraid,14.4
telling,13.4
le,8.4
er,16.7
makin,1.8
strawbries,1.0
sich,6.8
truck,11.7
sumfn,2.2
couldn,11.0
heah,7.9
arter,1.0
indeedy,2.5
rubbage,6.4
sah,5.6
starved,1.0
reck'n,7.875
hoss,1.8571428571428572
islan,2.0
w,9.1
',17.3
y,12.0
built,5.0
grassy,1.0
frying-pan,1.0
cups,1.0
witchcraft,1.0
fried,1.9
lolled,1.0
hot,11.0
stuffed,1.9
lazied,1.0
wuz,8.7
smart,5.9
reasons,2.9
wouldn,11.6
b'lieve,5.75
_i,1.0
honest,8.7
abolitionist,1.0
despise,1.0
mum,4.9
anyways,3.9
dis,10.3
missus,2.0
pecks,1.0
treats,1.0
pooty,3.8
trader,1.0
lately,1.9
oneasy,1.0
creeps,1.1111111111111112
shet,4.6
widder,2.0
hund,1.7777777777777777
stack,2.9
resis,1.0
skift,1.1
sho,3.1
som'ers,3.875
bove,1.0
a-stirring,1.25
tumble-down,1.0
cooper-shop,1.0
mawnin,2.0
skifts,1.0
talkin,3.3
dese,3.9
genlmen,1.8
a-goin,3.3333333333333335
pull,8.7
b'fo,4.0
acrost,2.8
killin,2.0
mo,13.1
shavin,1.0
bekase,4.0
goin,5.2
camp-meet'n,1.0
breakfas,1.0
wid,7.0
evenin,2.9
yuther,3.0
servants,4.9
holiday,2.0
out'n,6.875
agwyne,1.375
kep,4.4
tryin,2.8
afoot,1.0
dogs,13.6
ud,3.2
lan,3.5714285714285716
raff,1.2
a-comin,2.6
p'int,1.0
bymeby,1.0
wade,2.0
swum,2.8
mongst,1.9
drift-wood,1.5714285714285714
kinder,9.3
a-holt,7.0
clouded,3.0
planks,3.9
a-risin,1.0
fo,4.8
twenty-five,2.7
jis,8.9
swim,7.8
asho,1.0
mos,9.0
aft,2.2
fer,2.7
overboard,6.7
anywhers,1.0
bluff,3.0
jedged,1.0
raffs,1.0
dog-leg,1.0
cap,1.1
meat,7.9
mud-turkles,1.0
m,19.9
um,5.9
hit,5.0
rock,5.8
mysef,1.0
daytime,6.1
thoo,1.9
young,15.7
flying,3.0
yard,8.5
lighting,2.0
chickens,2.6
flew,3.6
granny,2.8
count,5.9
table-cloth,1.0
owned,3.8
beehive,1.0
bees,1.0
weaken,1.1111111111111112
sting,1.0
idiots,1.9
good-luck,1.0
few,9.5
hairy,2.0
arms,13.1
breas,2.0
fur,10.6
discourage,1.0
yo'sef,1.0
f,15.3
ax,2.0
question,5.9
wunst,3.8
foteen,1.0
specalat'n,1.0
speculate,1.0
tackled,4.0
cow,4.0
ain,14.5
n,14.6
han's,1.0
los,3.0
sole,1.0
taller,1.0
one-laigged,1.0
misto,2.0
bradish,1.0
sot,4.3
dan,1.0
i'd,5.0
nough,2.0
banks,6.9
inves,1.0
a-movin,1.0
bob,4.2
ketched,3.0
wood-flat,1.0
marster,1.0
off'n,1.8333333333333333
nex,1.1
spen,1.0
dream,4.0
tole,2.5
balum,1.0
ass,1.0
dem,6.8
chuckleheads,1.6
lucky,4.0
he'd,5.5
preacher,9.0
len,2.1
lord,5.0
boun,1.1
k'leck,1.0
dout,3.0
security,1.0
squah,1.0
chanst,2.0
owns,2.0
wuth,2.0
wisht,6.9
ridge,3.1
sides,8.4
tramped,1.9
cavern,3.0
rooms,5.0
bunched,2.0
climbing,1.2222222222222223
rush,7.9
lugged,1.0
roll,4.0
hogshead,1.0
flat,5.4
darkened,1.0
lighten,2.0
rained,1.0
fury,1.0
storms,2.0
blue-black,1.0
lovely,8.9
thrash,1.1111111111111112
dim,7.1
spider-webby,1.0
bend,7.0
underside,1.0
ripper,2.0
gust,1.0
tossing,1.9
bluest,1.0
blackest,1.8888888888888888
_fst,1.0
glory,5.9
tree-tops,1.4285714285714286
a-plunging,1.0
storm,5.8
sin,3.0
crash,1.1111111111111112
rumbling,1.9
grumbling,1.9
tumbling,1.9
rolling,1.9
empty,3.8
barrels,3.9
stairs,8.8
bounce,1.0
nowhere,1.0
hunk,2.9
corn-bread,1.0
widout,1.9
gittn,1.0
honey,8.9
chile,5.9
distance,3.9
bluffs,1.8
daytimes,4.6
shady,1.0
winding,1.0
broken-down,1.0
rabbits,1.0
overflowed,1.8888888888888888
tame,1.9
turtles,1.0
pets,2.0
lumber,1.7
fifteen,15.8
sixteen,7.6
inches,3.9
level,6.9
saw-logs,1.4
ourselves,9.6
frame-house,1.0
west,2.4
two-story,1.0
upstairs,4.833333333333333
chairs,5.8
naked,2.9
gashly,1.0
throwed,6.1
heaps,2.8
cards,1.9
bottles,2.9
cloth,2.4
walls,4.7
ignorantest,1.0
pictures,3.7
charcoal,1.0
dirty,3.8
calico,6.8
dresses,1.0
sun-bonnet,2.6
underclothes,1.0
clothing,1.0
speckled,1.9
straw,10.9
bottle,2.0
milk,1.3333333333333333
stopper,1.0
baby,3.0
suck,1.1
seedy,1.0
chest,1.9
trunk,4.9
hinges,1.0
hurry,17.5
carry,5.0
butcher-knife,1.0
bran-new,1.0
barlow,1.9
bits,1.0
tallow,1.9
candlestick,3.8
ratty,2.2
bedquilt,1.0
reticule,1.9
needles,1.0
pins,1.0
beeswax,1.0
buttons,4.8
hatchet,2.8
fishline,1.0
finger,1.9
buckskin,2.9
leather,2.1
dog-collar,1.0
vials,1.0
medicine,1.9
label,1.0
leaving,5.0
curry-comb,1.0
fiddle-bow,1.0
wooden,2.9
straps,1.0
barring,1.0
haul,3.0
cover,4.0
quilt,1.0
accidents,2.0
guess,5.8
ha'nt,2.0
a-ha'nting,1.0
planted,1.0
sounded,1.9
reasonable,4.0
studying,7.8
wishing,1.0
rummaged,2.0
sewed,2.0
lining,2.0
overcoat,1.0
snake-skin,2.0
yesterday,7.6
worst,5.9
raked,2.0
peart,1.0
tuesday,1.0
friday,1.0
upper,2.9
tobacco,3.0
rattlesnake,2.3
curled,2.0
flung,7.9
mate,3.1
varmint,1.0
grabbed,10.0
pour,1.0
barefooted,1.9
heel,3.2
remember,10.7
curls,1.0
chop,3.0
skin,5.6
roast,1.0
rattles,1.0
wrist,2.9
sucked,2.0
pitched,1.8
yelled,4.0
sucking,1.0
swelled,3.0
pap's,1.2
swelling,1.25
handling,2.0
i've,3.375
carelessest,1.0
foolishest,1.0
hank,3.2
bunker,1.0
bragged,1.0
less,6.6
years,12.7
layer,2.0
edgeways,1.0
barn,1.0
doors,5.6
coffin,6.9
bait,1.2
skinned,1.0
rabbit,3.0
weighed,1.0
pounds,1.0
button,1.0
ball,1.2
spool,1.0
mississippi,2.0
bigger,5.9
peddle,1.0
pound,1.1
market-house,1.0
buys,1.9
fry,1.0
dress,5.9
girl,10.4
shortened,1.0
gowns,2.0
trouser-legs,1.0
fit,2.0
joint,1.0
practiced,1.0
hang,11.3
gown,5.9
britches-pocket,1.0
ferry-landing,1.4
wondered,2.6
quarters,1.5
knitting,2.0
stranger,6.9
weakening,1.9
voice,7.9
cheer,1.0
sarah,1.0
williams,1.0
bouts,1.0
neighborhood,1.0
hookerville,1.0
farm,3.9
uncle,14.9
abner,3.0
moore,1.0
lives,5.8
weeks,7.5
bonnet,2.2
afeared,1.5
husband,3.0
send,12.0
relations,3.0
mistake,5.8
clatter,1.0
murdered,3.0
goings,1.0
twas,4.8
that'd,1.0
lynched,2.0
runaway,12.6
reward,6.0
lynch,3.0
sence,1.0
boo-hooing,1.0
gave,6.0
evening,8.0
hard-looking,1.0
strangers,2.9
hain't,4.75
blows,2.0
sly,3.8
prove,2.9
quieted,1.0
scare,4.1
innocent,3.1
ago,10.6
certain,6.8
husband's,1.0
to-day,2.6
needle,1.0
threading,1.0
smiling,4.8
interested,3.7
to-night,6.1
up-town,3.1666666666666665
he'll,2.0
cornered,2.0
uneasier,1.0
yes'm,2.0
rats,6.0
forth,2.0
peace,3.0
lead,4.0
twisted,4.0
knot,1.0
generly,7.8
wrenched,1.0
banged,2.0
rat,5.5
ouch,2.0
drive,4.0
stayed,7.7
hive,2.0
lump,1.0
brought,4.9
yarn,4.0
matters,2.0
lap,2.0
moment,2.0
clapped,5.0
pleasant,2.0
wh,1.0
bill,9.0
poke,3.0
trust,4.9
prentice,1.0
treated,4.0
bless,6.8
musn't,1.0
promise,4.0
bound,7.9
farmer,2.9
thirty,8.5
traveled,1.0
slept,8.0
lasted,1.0
a-plenty,1.0
goshen,1.0
st,6.5
petersburg,2.7
goshen's,1.0
met,3.1
daybreak,3.7
roads,2.0
exactly,3.7
act,4.8
moving,2.0
snack,1.0
gets,10.1
prompt,2.0
hind,2.2
horse,6.7
for'rard,1.0
moss,2.1
grow,1.9
north,4.0
eats,1.0
pointed,3.2
direction,1.0
hocus,1.0
george,4.9
peters,1.0
elexander,3.0
hitch,4.1
tiptoe,1.0
awkward,3.4
stiff-armed,1.0
pivot,1.0
tries,2.0
throws,2.9
clap,1.0
spotted,1.0
contrived,1.0
mrs,3.8
judith,1.0
loftus,1.0
shoes,2.9
socks,1.0
rocky,1.9
condition,3.0
doubled,2.0
up-stream,3.0
blinders,1.0
strike,4.9
stops,1.9
faint,2.1
winded,1.0
dry,7.6
spot,1.9
dug,6.0
slopped,2.0
roused,1.0
hump,3.0
they're,3.2222222222222223
cove,1.0
break,13.3
fishing-line,1.0
expect,3.0
building,1.0
began,2.7142857142857144
towhead,4.625
cottonwood,2.2857142857142856
cave-in,1.0
tow-head,3.75
sandbar,1.0
cottonwoods,2.0
harrow-teeth,1.0
mountains,1.0
steamboats,3.0
spin,1.2
up-bound,1.0
fight,4.3
jabbering,1.0
seventeen,5.8
thicket,2.0
snug,1.0
wigwam,8.9
rainy,1.0
reach,7.0
waves,3.0
frame,3.5
sloppy,1.0
chilly,1.0
extra,1.0
steering-oar,2.2
snag,4.0
down-stream,2.6
boats,3.1
unless,1.9
crossing,2.8
sleepiness,1.0
solemn,6.8
drifting,3.0
loud,7.0
chuckle,2.0
passed,5.0
towns,3.0
hillsides,1.0
fifth,1.0
louis,7.8
twenty,9.1
buy,7.1
lifted,1.0
chicken,1.8
roosting,2.8
deed,5.4
mornings,2.0
cornfields,1.0
watermelon,4.666666666666667
mushmelon,1.0
punkin,1.3
meaning,4.9
partly,2.0
minds,2.0
watermelons,1.7777777777777777
cantelopes,1.0
mushmelons,1.0
concluded,1.0
crabapples,1.0
p'simmons,1.0
water-fowl,1.0
early,9.9
poured,3.0
glared,1.0
hel-_lo,2.0
distinct,1.0
leaning,4.3
deck,5.1
chimbly-guy,1.0
flashes,1.0
stormy,1.0
mysterious-like,1.0
wreck,3.0
land,15.2
fool'n,1.0
wrack,1.0
watchman,4.0
grandmother,2.0
texas,4.0
pilot-house,1.0
stateroom,1.0
seegars,1.9
cost,5.9
cash,5.0
captains,1.0
sixty,3.0
costs,1.0
rummaging,1.0
adventure,2.6
christopher,1.0
c'lumbus,1.0
discovering,1.1
kingdom-come,1.0
grumbled,1.9
derrick,1.0
slope,1.0
labboard,1.0
spreading,2.9
fend,1.0
guys,1.0
forward,4.0
skylight,2.0
jimminy,1.0
texas-hall,1.0
wail,1.0
turner,3.0
share,2.9
t,20.3
jest,6.5
meanest,2.0
treacherousest,1.0
hound,2.1
a-biling,2.5
curiosity,1.3
either,7.8
passage,7.0
cross-hall,1.9
pistol,2.0
orter,1.0
skunk,1.1
shrivel,1.0
truer,1.0
beg,2.0
jist,6.8
noth'n,6.125
rights_,1.0
threaten,2.0
jake,2.1
packard,2.0
hatfield,1.0
deserve,2.0
forgit,3.0
blubbering,3.0
nail,2.6
motioned,2.0
crawfished,1.0
slanted,1.0
a-pawing,1.0
berth,1.0
ledge,1.0
treed,1.0
earnest,3.0
shares,1.0
row,8.6
served,2.0
born,9.6
evidence,1.0
troubles,9.0
sorter,2.0
quieter,1.0
sense,9.0
court'n,1.0
halter,1.0
resks,2.0
rustle,1.9
gather,1.0
pickins,1.0
overlooked,1.0
staterooms,1.0
befo,1.9
breaks,2.0
washes,1.0
considerble,4.9
unfavorable,1.0
aroun,5.4
morals,1.0
pitch,1.0
coarse,4.0
answered,1.0
moan,3.3
murderers,2.9
sheriff,1.0
ll,22.5
lordy,1.0
raf,4.0
fainted,1.0
sentimentering,1.0
we'd,2.888888888888889
a-quaking,1.0
shaking,2.4
strength,3.0
prowled,1.0
scrabbled,1.0
forwards,3.0
shutter,1.0
thankful,4.0
jerked,3.0
shutters,1.0
weak,2.0
‘,6.0
d,18.5
suspicion,5.0
slammed,2.0
careened,1.0
rope,7.5
oar,3.4
gliding,3.8
silent,4.0
tip,2.0
paddle-box,1.0
soaked,1.0
spark,2.2
rascals,3.0
manned,1.0
murderer,1.0
hiding-place,1.0
failure,1.0
worse,13.1
boomed,2.0
clouds,2.0
whimpering,1.1
flash,3.9
plunder,1.0
hustled,2.0
pile,6.8
closed,2.0
jackstaff,1.0
double-hull,1.0
skimmed,1.0
a-wondering,1.6666666666666667
whereabouts,1.8
bitts,1.0
shoves,1.0
startlish,1.0
bub,1.3
mam,2.2
sis,4.0
dang,1.0
pretty-well-satisfied,1.0
owner,4.0
pilot,2.2
deck-hand,1.0
freight,2.0
passengers,1.0
hornback,1.0
generous,1.8
dick,1.0
harry,2.0
slam,2.0
trade,4.0
sailor,2.0
derned,1.0
spondulicks,1.0
peck,1.0
hooker,1.1
walter,1.0
scott,1.0
gracious,9.8
sakes,6.7
a-purpose,1.0
a-visiting,1.0
booth,1.0
horse-ferry,1.0
friend,10.8
what-you-may-call-her,1.0
disremember,1.9
swung,1.9
a-floating,1.5555555555555556
saddle-baggsed,1.0
ferryman,1.0
trading-scow,2.0
whipple,1.0
cretur,3.5
!,12.0
beatenest,1.9
dash,1.0
sooner,3.0
dingnation,1.0
yonder-way,1.0
tavern,2.0
dart,1.0
niece,3.0
engineer,1.0
bailed,1.0
woodboats,1.0
accounts,6.7
helping,2.0
rapscallions,5.7
beats,4.8
dusky,1.0
shiver,3.7
heavy-hearted,1.0
slant,1.0
eye-reach,1.0
smell,3.0
a-booming,1.6
boots,5.0
sorts,6.0
spyglass,1.0
boxes,2.0
neither,8.0
afternoon,7.1
reading,2.9
south,5.9
kings,4.0
dukes,3.0
earls,1.0
gaudy,4.9
each,11.0
majesty,4.0
grace,6.1
lordship,2.0
mister,2.0
bugged,2.1
un,8.2
hearn,2.3333333333333335
skasely,2.9
king,16.9
sollermun,1.0
onless,1.0
counts,2.2
k'yards,1.0
belongs,2.0
gay,1.1
hawking,1.0
sp,1.0
sh,3.3
flutter,1.0
wheel,4.2
point,3.0
fuss,3.9
parlyment,1.0
whacks,2.0
harem,1.0
keeps,2.7
wives,4.0
solomon,1.0
million,5.0
bo'd'n-house,1.0
rackety,1.0
nussery,1.0
quarrels,2.0
crease,1.0
racket,3.0
wises,1.0
wise,1.0
mids,1.0
blim-blammin,1.0
buil,1.0
biler-factry,1.0
wisest,1.0
k'yer,5.0
dad-fetchedes,1.0
warn,11.0
beatenes,1.0
worl,1.0
jes,2.0
dish,1.875
yer,4.1
bill's,1.0
bofe,1.0
claims,1.0
mongs,1.0
neighbors,4.875
b'long,2.0
han,2.1
soun,1.9
gumption,1.0
ast,4.0
dern,2.375
pints,1.0
spute,1.0
settle,5.0
pint,3.0
furder,1.0
deeper,1.7
lays,5.0
chillen,1.0
waseful,1.0
ford,1.3
value,1.1
runnin,1.9
diffunt,1.0
cat,8.3
consekens,1.0
dad,4.1
fatch,1.0
sixteenth,1.0
france,2.0
dolphin,1.0
jail,1.0
america,1.0
cai,2.0
situation,1.1
police,1.0
learns,1.0
french,2.0
single,4.8
ding-busted,1.0
jabber,1.0
polly-voo-franzy,1.0
nuff'n,1.0
a-saying,2.0
frenchman,1.0
ridicklous,1.0
sholy,2.9
wasting,3.0
argue,1.0
cairo,2.0
states,2.0
fog,4.0
saplings,1.0
stiff,2.0
lively,3.4
closing,1.0
stroke,2.0
untied,1.0
untie,1.0
excited,5.8
whooped,2.0
small,7.3
whoop,3.2
spirits,4.0
heading,1.0
gaining,1.1
whoops,1.0
fought,1.0
changing,5.0
answering,1.0
raftsman,1.9
smoky,1.0
ghosts,2.0
snags,2.0
currrent,1.0
perfectly,14.7
thump,1.0
draw,1.0
thumped,1.0
ears,3.8
cocked,2.0
slips,3.0
nest,3.6
towheads,1.0
glimpses,1.0
trash,1.0
loosing,1.0
chase,2.0
jack-o'-lantern,1.0
dodge,4.0
swap,2.0
claw,1.0
knocking,3.0
islands,3.9
butting,1.0
hearing,1.8
faster,2.0
nowheres,2.7
cat-nap,1.0
spinning,2.7
dreaming,1.0
tallest,1.0
sawlogs,1.0
littered,1.9
fists,1.0
a-drinking,1.0
drinkin,1.0
a-drinkin,1.0
tangle-headed,1.0
tote,2.1
fas,2.1
a-hummin,1.0
behine,3.0
mix,2.9
turrible,1.0
powerfullest,1.0
tire,3.5
staving,1.0
painted,4.9
terpret,1.0
warning,1.0
warnings,2.0
quarrelsome,1.0
minded,2.3
aggravate,1.0
clearing,2.0
interpreted,1.0
rubbish,1.0
facts,5.0
straightened,2.9
stan,3.0
i'se,1.0
callin,1.0
become,5.6
kiss,5.9
thinkin,1.9
almost,1.0
humble,3.0
tricks,2.0
procession,2.9
sweeps,2.0
wigwams,1.0
flag-pole,1.0
amounted,2.0
craft,1.0
walled,1.0
rivers,1.0
joined,4.0
disturbed,2.0
slave,3.8
freedom,4.0
jumps,6.8
jack-o'-lanterns,1.0
bugs,2.5
trembly,1.0
feverish,1.0
conscience,3.0
troubling,1.0
scorched,1.0
rightful,2.0
noway,2.75
pinched,1.0
treat,3.0
manners,1.8
miserable,4.1
fidgeted,1.0
abusing,1.0
fidgeting,1.0
danced,2.0
saving,1.0
master,2.2
ab'litionist,1.0
dared,1.0
according,5.8
ell,3.3333333333333335
helped,6.0
flat-footed,1.2222222222222223
lowering,1.0
hotter,2.0
until,2.0
happy,5.9
feather,6.4
singing,5.7
sings,10.0
crack,5.0
a-shout'n,1.0
hadn,8.8
jim's,3.0
paddling,2.9
genlman,1.6
brace,3.0
spunk,1.0
ann,2.0
buckle,1.0
buckled,1.0
obleeged,4.4
odd,3.1
headline,1.0
john,1.0
backed,1.0
looard,1.0
confound,3.0
blowed,3.7
small-pox,1.875
precious,1.0
a-blubbering,1.0
smash,2.1
left-hand,1.0
chills,2.9
fever,3.2
kindness,2.9
wood-yard,1.6
twenty-dollar,1.6
floats,1.0
kingdom,1.2
parker,1.0
good-bye,2.375
you'll,2.875
nab,1.0
pinch,1.0
troublesome,3.0
wages,1.0
handiest,2.8
a-listenin,1.0
lawsy,2.0
smartes,1.0
i'spec,1.0
save,10.0
already,7.1
fixing,2.0
bundles,1.0
rafting,1.0
trot-line,1.0
ranged,1.0
botherin,1.0
spected,1.0
rattlesnake-skin,1.0
yo'self,1.0
inshore,1.3333333333333333
muddy,2.0
chances,2.0
fresh,5.7
fetching,3.0
canoes,1.0
during,2.0
shape,3.2
bars,2.0
reefs,2.0
bull,2.0
pounding,1.0
aimed,2.0
touching,2.0
bites,1.0
sweep,2.0
sticks,1.9
laughs,2.0
shave,1.0
sheering,1.0
rows,2.0
glow-worms,1.0
bulged,1.2
scary,1.9
wide-open,1.0
furnace,1.0
red-hot,2.0
bows,2.0
guards,1.0
yell,5.9
jingling,1.0
bells,1.0
engines,1.0
whistling,1.0
smashing,2.0
dived,1.8
thirty-foot,1.0
busting,1.0
popped,1.1
armpits,2.0
puffed,1.0
seconds,5.0
cared,3.0
raftsmen,1.0
churning,1.0
treading,1.0
shoving,2.9
slanting,1.0
two-mile,1.0
crossings,1.0
poking,1.0
old-fashioned,1.8
log-house,2.0
howling,2.9
barking,2.0
spoke,5.9
nobody'll,1.0
rouse,1.0
snatch,2.0
betsy,1.0
shepherdsons,2.0
there's,3.625
shows,4.0
push,1.0
squeeze,5.0
humans,1.0
doorsteps,1.0
unlocking,1.0
unbarring,1.0
unbolting,1.0
pushed,2.0
wince,1.0
oldest,3.8
handsome,7.2
sweetest,2.0
lady,4.0
gentleman,6.9
barred,1.0
bolted,1.0
parlor,2.0
range,1.0
windows,3.0
shepherdson,1.9
searched,2.0
pry,1.0
pockets,4.3
saul,2.0
rachel,1.0
fly,2.9
girls,7.0
buck,7.0
yours,1.3
frowzy-headed,1.0
gaping,2.0
digging,4.5
false,1.8
alarm,3.0
scalped,1.0
fret,1.0
up-stairs,2.857142857142857
roundabout,1.8
pants,1.0
bluejay,1.0
riddle,1.0
chips,1.0
britches,5.4
corn-beef,1.0
butter,3.1
buttermilk,2.1
smoked,1.0
cob,1.0
pipes,2.9
quilts,1.0
arkansaw,3.9
married,3.8
mort,1.0
trimmed,1.0
drat,4.0
dare,1.0
g-e-o-r-g-e,1.0
j-a-x-o-n,1.0
private,7.4
rattle,1.0
latch,1.2
knob,1.0
parlors,1.0
beds,3.0
fireplace,1.0
bricked,1.0
bricks,1.0
red,4.3
pouring,1.0
scrubbing,1.0
brick,1.0
water-paint,1.0
spanish-brown,1.0
dog-irons,1.0
saw-log,1.0
mantelpiece,1.0
glass,2.2
pendulum,1.0
swinging,1.6
tick,6.8
peddlers,1.0
tuckered,1.0
outlandish,1.0
parrot,1.0
chalk,2.0
parrots,1.0
crockery,1.0
pressed,1.0
squeaked,1.0
wild-turkey-wing,1.0
fans,2.0
those,1.1
basket,2.0
apples,1.3
oranges,1.0
peaches,1.0
redder,1.0
yellower,1.0
prettier,1.0
chipped,2.0
oilcloth,1.0
spread-eagle,2.0
border,1.8
philadelphia,1.0
exact,3.0
bible,3.0
pilgrim,1.0
progress,1.0
statements,1.0
interesting,1.0
tough,6.0
friendship,1.0
offering,1.0
poetry,2.0
henry,2.0
speeches,1.0
dr,4.0
gunn,1.0
hymn,1.8
bagged,1.0
washingtons,1.0
lafayettes,1.0
battles,1.0
highland,1.8
marys,1.0
signing,1.0
declaration,1.8
crayons,1.0
daughters,1.0
blacker,1.0
common,5.0
belted,1.0
bulges,1.0
cabbage,1.9
sleeves,1.0
large,2.9
scoop-shovel,1.0
veil,1.1
ankles,1.0
tape,1.0
wee,1.0
slippers,1.0
chisel,2.3
pensive,1.0
tombstone,1.0
weeping,1.0
handkerchief,2.0
shall,3.0
thee,1.9
alas,3.9
combed,1.0
knotted,1.0
chair-back,1.0
thy,1.8
sweet,9.0
chirrup,1.0
cheeks,2.0
letter,8.9
sealing,1.0
wax,1.0
mashing,2.0
locket,1.0
art,1.2
thou,2.9
disposition,1.9
graveyard,3.6
greatest,1.0
prayer,1.0
rail,5.6
bridge,1.4
folded,3.0
reaching,2.0
pair,1.1
birthday,1.0
curtain,4.0
spidery,1.0
scrap-book,1.0
paste,1.0
obituaries,1.0
cases,1.0
patient,2.0
suffering,2.7
presbyterian,1.0
observer,1.0
stephen,1.0
dowling,1.0
bots,1.0
ode,1.0
dec'd,1.0
sicken,1.0
sad,2.2
hearts,2.0
thicken,1.0
mourners,2.0
fate,2.0
thickened,1.0
sickness,1.0
shots,1.0
whooping-cough,2.0
rack,1.0
measles,2.0
drear,1.0
spots,3.0
impaired,1.0
sacred,1.0
despised,3.0
woe,1.0
curly,1.0
knots,1.0
tearful,1.4
whilst,14.9
soul,4.0
falling,2.0
emptied,2.0
sport,2.0
aloft,1.0
realms,1.0
emmeline,1.9
grangerford,1.9
slap,2.0
rhyme,1.0
choose,1.9
sadful,1.0
tribute,1.0
tributes,1.0
doctor,9.0
undertaker,2.0
whistler,1.0
complained,1.0
pined,1.0
hers,1.0
aggravating,1.0
soured,2.0
verse,1.0
emmeline's,1.0
trim,1.0
curtains,1.0
castles,1.0
piano,1.0
pans,4.1
link,2.0
broken,4.1
battle,1.2
prague,1.0
plastered,1.0
carpets,1.0
floors,1.0
whitewashed,2.7
roofed,3.0
floored,1.0
bushels,1.0
col,1.5
denied,1.0
aristocracy,1.0
mudcat,1.0
darkish-paly,1.0
complexion,1.6
shaved,1.0
thin,4.1
thinnest,2.0
lips,1.0
nostrils,3.0
eyebrows,1.8
caverns,1.0
forehead,4.9
suit,2.1
linen,1.2
tail-coat,1.0
mahogany,1.0
frivolishness,1.0
smiled,5.0
liberty-pole,1.0
flicker,1.9
good-mannered,1.0
loved,2.9
sunshine,1.0
cloudbank,1.0
good-day,1.0
sideboard,1.0
decanter,1.0
bitters,1.0
handed,3.3
bowed,2.0
duty,4.8
madam,1.0
least,7.0
thank,4.0
spoonful,1.0
mite,1.1111111111111112
apple,1.0
brandy,1.0
tumblers,1.0
brown,2.8
faces,3.0
panama,1.0
hats,4.0
charlotte,1.0
wilt,1.0
sophia,1.0
gentle,7.0
dove,2.0
sons,2.2
horseback,1.0
junketings,1.0
dances,1.0
picnics,1.0
balls,1.0
kinfolks,1.0
clan,1.0
tribe,3.0
grangerfords,1.0
splendid,6.9
galloping,1.0
soldier,1.8
pommel,1.0
harney,1.0
bullet,4.0
twice,7.9
blazed,2.0
pleasure,2.0
smoothed,1.0
bush,2.0
queen,1.0
tale,2.0
snapped,3.0
corn-cribs,1.0
feud,2.0
quarrel,1.0
kills,1.0
brother,5.9
brothers,4.1
cousins,1.0
chip,2.0
should,3.9
naturally,2.9
laws,3.0
pa,4.1
funerals,1.0
pa's,1.0
buckshot,1.0
cuz,1.9
weigh,1.0
carved,2.0
bowie,1.0
cousin,2.0
bud,1.0
weapon,1.0
baldy,1.0
a-linkin,1.0
a-flying,1.7
jumping,2.0
out-run,1.1428571428571428
nip,1.1
a-gaining,1.0
faced,2.0
enjoy,1.0
coward,2.0
cowards,2.0
winner,1.0
a-horseback,1.0
capered,1.9
peppered,1.0
leaky,1.0
crippled,3.7
becuz,2.0
breed,3.0
preaching,2.9
brotherly,1.0
such-like,2.888888888888889
tiresomeness,1.0
sermon,2.8
faith,1.0
works,3.9
preforeordestination,1.0
roughest,1.0
ours,1.0
testament,2.0
likes,3.4
puncheon,1.0
summer-time,1.4
ransacked,2.8
lighted,1.0
astonished,2.8
writing,2.0
coarse-hand,1.0
book-mark,1.0
a-running,2.0
mars,4.9
jawge,1.0
swamp,2.0
water-moccasins,1.0
oughter,1.0
waded,2.0
half-mile,1.0
steps,5.8
seed,2.0
a-ways,1.0
patch,2.5
bedroom,1.0
jings,4.0
surprise,5.8
slavery,4.6
reck'ned,1.0
ketch,1.2
havin,2.0
